FullName	Population
Z020E0017:628NJAAXX:2:250026104	B73 x NC350
Z020E0018:628NJAAXX:2:250026112	B73 x NC350
Z020E0019:628NJAAXX:2:250026124	B73 x NC350
Z020E0019:D260TACXX:5:250179118	B73 x NC350
Z020E0020:628NJAAXX:2:250026144	B73 x NC350
Z020E0021:628NJAAXX:2:250026156	B73 x NC350
Z020E0022:628NJAAXX:2:250026168	B73 x NC350
Z020E0023:628NJAAXX:2:250026180	B73 x NC350
Z020E0024:628NJAAXX:2:250026132	B73 x NC350
Z020E0025:628NJAAXX:2:250026105	B73 x NC350
Z020E0026:628NJAAXX:2:250026113	B73 x NC350
Z020E0027:628NJAAXX:2:250026140	B73 x NC350
Z020E0028:628NJAAXX:2:250026145	B73 x NC350
Z020E0029:628NJAAXX:2:250026157	B73 x NC350
Z020E0030:628NJAAXX:2:250026169	B73 x NC350
Z020E0031:628NJAAXX:2:250026181	B73 x NC350
Z020E0032:628NJAAXX:2:250026133	B73 x NC350
Z020E0033:628NJAAXX:2:250026136	B73 x NC350
Z020E0034:628NJAAXX:2:250026114	B73 x NC350
Z020E0035:628NJAAXX:2:250026125	B73 x NC350
Z020E0035:D260TACXX:5:250179119	B73 x NC350
Z020E0036:628NJAAXX:2:250026146	B73 x NC350
Z020E0037:628NJAAXX:2:250026158	B73 x NC350
Z020E0038:628NJAAXX:2:250026170	B73 x NC350
Z020E0039:628NJAAXX:2:250026182	B73 x NC350
Z020E0040:628NJAAXX:2:250026097	B73 x NC350
Z020E0041:628NJAAXX:2:250026137	B73 x NC350
Z020E0042:628NJAAXX:2:250026115	B73 x NC350
Z020E0043:628NJAAXX:2:250026141	B73 x NC350
Z020E0044:628NJAAXX:2:250026147	B73 x NC350
Z020E0045:628NJAAXX:2:250026159	B73 x NC350
Z020E0046:628NJAAXX:2:250026171	B73 x NC350
Z020E0047:628NJAAXX:2:250026183	B73 x NC350
Z020E0048:628NJAAXX:2:250026134	B73 x NC350
Z020E0049:628NJAAXX:2:250026138	B73 x NC350
Z020E0049:D260TACXX:5:250179120	B73 x NC350
Z020E0050:628NJAAXX:2:250026116	B73 x NC350
Z020E0052:628NJAAXX:2:250026126	B73 x NC350
Z020E0053:628NJAAXX:2:250026148	B73 x NC350
Z020E0054:628NJAAXX:2:250026160	B73 x NC350
Z020E0055:628NJAAXX:2:250026172	B73 x NC350
Z020E0056:628NJAAXX:2:250026184	B73 x NC350
Z020E0056:D260TACXX:5:250179121	B73 x NC350
Z020E0057:628NJAAXX:2:250026098	B73 x NC350
Z020E0057:D260TACXX:5:250179122	B73 x NC350
Z020E0058:628NJAAXX:2:250026106	B73 x NC350
Z020E0059:628NJAAXX:2:250026117	B73 x NC350
Z020E0059:D260TACXX:5:250179123	B73 x NC350
Z020E0060:628NJAAXX:2:250026127	B73 x NC350
Z020E0061:628NJAAXX:2:250026149	B73 x NC350
Z020E0062:628NJAAXX:2:250026161	B73 x NC350
Z020E0063:628NJAAXX:2:250026173	B73 x NC350
Z020E0064:627C3AAXX:2:250028400	B73 x NC350
Z020E0064:628NJAAXX:2:250026185	B73 x NC350
Z020E0065:628NJAAXX:2:250026135	B73 x NC350
Z020E0066:628NJAAXX:2:250026107	B73 x NC350
Z020E0067:628NJAAXX:2:250026118	B73 x NC350
Z020E0068:628NJAAXX:2:250026128	B73 x NC350
Z020E0069:628NJAAXX:2:250026150	B73 x NC350
Z020E0070:628NJAAXX:2:250026162	B73 x NC350
Z020E0071:628NJAAXX:2:250026174	B73 x NC350
Z020E0073:627C3AAXX:2:250028411	B73 x NC350
Z020E0074:628NJAAXX:2:250026099	B73 x NC350
Z020E0075:628NJAAXX:2:250026108	B73 x NC350
Z020E0076:628NJAAXX:2:250026119	B73 x NC350
Z020E0077:628NJAAXX:2:250026129	B73 x NC350
Z020E0078:628NJAAXX:2:250026151	B73 x NC350
Z020E0079:628NJAAXX:2:250026163	B73 x NC350
Z020E0080:628NJAAXX:2:250026175	B73 x NC350
Z020E0081:628NJAAXX:2:250026187	B73 x NC350
Z020E0083:627C3AAXX:2:250028432	B73 x NC350
Z020E0084:627C3AAXX:2:250028444	B73 x NC350
Z020E0085:628NJAAXX:2:250026120	B73 x NC350
Z020E0086:628NJAAXX:2:250026130	B73 x NC350
Z020E0087:628NJAAXX:2:250026152	B73 x NC350
Z020E0088:627C3AAXX:2:250028456	B73 x NC350
Z020E0089:628NJAAXX:2:250026176	B73 x NC350
Z020E0090:628NJAAXX:2:250026188	B73 x NC350
Z020E0091:628NJAAXX:2:250026110	B73 x NC350
Z020E0092:628NJAAXX:2:250026121	B73 x NC350
Z020E0093:628NJAAXX:2:250026131	B73 x NC350
Z020E0094:628NJAAXX:2:250026153	B73 x NC350
Z020E0095:628NJAAXX:2:250026165	B73 x NC350
Z020E0096:628NJAAXX:2:250026177	B73 x NC350
Z020E0096:D260TACXX:5:250183092	B73 x NC350
Z020E0097:628NJAAXX:2:250026189	B73 x NC350
Z020E0098:62P7LAAXX:3:250026229	B73 x NC350
Z020E0099:62P7LAAXX:3:250026266	B73 x NC350
Z020E0099:D260TACXX:5:250183093	B73 x NC350
Z020E0100:62P7LAAXX:3:250026249	B73 x NC350
Z020E0101:62P7LAAXX:3:250026269	B73 x NC350
Z020E0102:62P7LAAXX:3:250026281	B73 x NC350
Z020E0103:MRG:2:250042599	B73 x NC350
Z020E0104:62P7LAAXX:3:250026305	B73 x NC350
Z020E0105:62P7LAAXX:3:250026222	B73 x NC350
Z020E0106:62P7LAAXX:3:250026230	B73 x NC350
Z020E0107:62P7LAAXX:3:250026238	B73 x NC350
Z020E0108:62P7LAAXX:3:250026250	B73 x NC350
Z020E0109:62P7LAAXX:3:250026270	B73 x NC350
Z020E0110:62P7LAAXX:3:250026282	B73 x NC350
Z020E0111:62P7LAAXX:3:250026294	B73 x NC350
Z020E0112:62P7LAAXX:3:250026306	B73 x NC350
Z020E0113:62P7LAAXX:3:250026223	B73 x NC350
Z020E0114:62P7LAAXX:3:250026231	B73 x NC350
Z020E0115:62P7LAAXX:3:250026239	B73 x NC350
Z020E0116:62P7LAAXX:3:250026251	B73 x NC350
Z020E0116:D260TACXX:5:250183094	B73 x NC350
Z020E0117:62P7LAAXX:3:250026271	B73 x NC350
Z020E0118:62P7LAAXX:3:250026283	B73 x NC350
Z020E0119:62P7LAAXX:3:250026295	B73 x NC350
Z020E0119:D260TACXX:5:250183095	B73 x NC350
Z020E0120:62P7LAAXX:3:250026307	B73 x NC350
Z020E0120:D260TACXX:5:250183096	B73 x NC350
Z020E0121:62P7LAAXX:3:250026259	B73 x NC350
Z020E0122:62P7LAAXX:3:250026232	B73 x NC350
Z020E0123:62P7LAAXX:3:250026240	B73 x NC350
Z020E0124:62P7LAAXX:3:250026267	B73 x NC350
Z020E0125:62P7LAAXX:3:250026272	B73 x NC350
Z020E0126:62P7LAAXX:3:250026284	B73 x NC350
Z020E0127:62P7LAAXX:3:250026296	B73 x NC350
Z020E0128:62P7LAAXX:3:250026308	B73 x NC350
Z020E0129:62P7LAAXX:3:250026260	B73 x NC350
Z020E0130:62P7LAAXX:3:250026263	B73 x NC350
Z020E0131:62P7LAAXX:3:250026241	B73 x NC350
Z020E0132:62P7LAAXX:3:250026252	B73 x NC350
Z020E0133:62P7LAAXX:3:250026273	B73 x NC350
Z020E0134:62P7LAAXX:3:250026285	B73 x NC350
Z020E0135:62P7LAAXX:3:250026297	B73 x NC350
Z020E0136:62P7LAAXX:3:250026309	B73 x NC350
Z020E0137:62P7LAAXX:3:250026224	B73 x NC350
Z020E0138:62P7LAAXX:3:250026264	B73 x NC350
Z020E0139:62P7LAAXX:3:250026242	B73 x NC350
Z020E0140:62P7LAAXX:3:250026268	B73 x NC350
Z020E0141:62P7LAAXX:3:250026274	B73 x NC350
Z020E0142:62P7LAAXX:3:250026286	B73 x NC350
Z020E0143:627C3AAXX:2:250028468	B73 x NC350
Z020E0144:627C3AAXX:2:250028383	B73 x NC350
Z020E0145:62P7LAAXX:3:250026261	B73 x NC350
Z020E0146:62P7LAAXX:3:250026265	B73 x NC350
Z020E0147:62P7LAAXX:3:250026243	B73 x NC350
Z020E0148:62P7LAAXX:3:250026253	B73 x NC350
Z020E0149:62P7LAAXX:3:250026275	B73 x NC350
Z020E0150:62P7LAAXX:3:250026287	B73 x NC350
Z020E0151:62P7LAAXX:3:250026299	B73 x NC350
Z020E0152:62P7LAAXX:3:250026311	B73 x NC350
Z020E0153:62P7LAAXX:3:250026225	B73 x NC350
Z020E0155:62P7LAAXX:3:250026233	B73 x NC350
Z020E0156:62P7LAAXX:3:250026244	B73 x NC350
Z020E0157:62P7LAAXX:3:250026254	B73 x NC350
Z020E0158:62P7LAAXX:3:250026276	B73 x NC350
Z020E0159:62P7LAAXX:3:250026288	B73 x NC350
Z020E0160:62P7LAAXX:3:250026300	B73 x NC350
Z020E0161:62P7LAAXX:3:250026312	B73 x NC350
Z020E0162:62P7LAAXX:3:250026262	B73 x NC350
Z020E0163:MRG:2:250042600	B73 x NC350
Z020E0164:627C3AAXX:4:250028725	B73 x NC350
Z020E0165:62P7LAAXX:3:250026255	B73 x NC350
Z020E0166:62P7LAAXX:3:250026277	B73 x NC350
Z020E0167:62P7LAAXX:3:250026289	B73 x NC350
Z020E0168:62P7LAAXX:3:250026301	B73 x NC350
Z020E0169:62P7LAAXX:3:250026313	B73 x NC350
Z020E0170:62P7LAAXX:3:250026226	B73 x NC350
Z020E0171:62P7LAAXX:3:250026235	B73 x NC350
Z020E0172:62P7LAAXX:3:250026246	B73 x NC350
Z020E0173:62P7LAAXX:3:250026256	B73 x NC350
Z020E0174:62P7LAAXX:3:250026278	B73 x NC350
Z020E0175:62P7LAAXX:3:250026290	B73 x NC350
Z020E0176:62P7LAAXX:3:250026302	B73 x NC350
Z020E0176:D260TACXX:5:250183097	B73 x NC350
Z020E0179:62P7LAAXX:3:250026227	B73 x NC350
Z020E0180:62P7LAAXX:3:250026236	B73 x NC350
Z020E0181:62P7LAAXX:3:250026247	B73 x NC350
Z020E0182:62P7LAAXX:3:250026257	B73 x NC350
Z020E0183:62P7LAAXX:3:250026279	B73 x NC350
Z020E0185:62P7LAAXX:3:250026291	B73 x NC350
Z020E0186:62P7LAAXX:3:250026303	B73 x NC350
Z020E0187:62P7LAAXX:3:250026315	B73 x NC350
Z020E0188:62P7LAAXX:3:250026237	B73 x NC350
Z020E0189:62P7LAAXX:3:250026248	B73 x NC350
Z020E0190:62P7LAAXX:3:250026258	B73 x NC350
Z020E0191:62P7LAAXX:3:250026280	B73 x NC350
Z020E0192:62P7LAAXX:3:250026292	B73 x NC350
Z020E0194:62P7LAAXX:3:250026304	B73 x NC350
Z020E0195:62P7LAAXX:3:250026316	B73 x NC350
Z020E0196:627C3AAXX:2:250028423	B73 x NC350
Z020E0197:627C3AAXX:2:250028401	B73 x NC350
Z020E0198:627C3AAXX:2:250028427	B73 x NC350
Z020E0199:627C3AAXX:2:250028433	B73 x NC350
Z020E0200:627C3AAXX:2:250028445	B73 x NC350
Z020E0208:627C3AAXX:2:250028457	B73 x NC350
Z020E0232:627C3AAXX:2:250028469	B73 x NC350
Z020E0234:627C3AAXX:2:250028420	B73 x NC350
Z020E0257:MRG:2:250042601	B73 x NC350
Z020E0270:MRG:2:250042602	B73 x NC350
Z020E0281:MRG:2:250042603	B73 x NC350
Z021E0001:709G4AAXX:3:250026356	B73 x NC358
Z021E0002:709G4AAXX:3:250026393	B73 x NC358
Z021E0003:709G4AAXX:3:250026376	B73 x NC358
Z021E0004:709G4AAXX:3:250026396	B73 x NC358
Z021E0005:709G4AAXX:3:250026408	B73 x NC358
Z021E0006:709G4AAXX:3:250026420	B73 x NC358
Z021E0008:709G4AAXX:3:250026349	B73 x NC358
Z021E0009:709G4AAXX:3:250026357	B73 x NC358
Z021E0010:709G4AAXX:3:250026365	B73 x NC358
Z021E0011:709G4AAXX:3:250026377	B73 x NC358
Z021E0012:709G4AAXX:3:250026397	B73 x NC358
Z021E0013:709G4AAXX:3:250026409	B73 x NC358
Z021E0014:709G4AAXX:3:250026421	B73 x NC358
Z021E0015:709G4AAXX:3:250026433	B73 x NC358
Z021E0016:709G4AAXX:3:250026350	B73 x NC358
Z021E0017:709G4AAXX:3:250026358	B73 x NC358
Z021E0019:627C3AAXX:2:250028402	B73 x NC358
Z021E0020:709G4AAXX:3:250026378	B73 x NC358
Z021E0020:D260TACXX:5:250183098	B73 x NC358
Z021E0023:709G4AAXX:3:250026410	B73 x NC358
Z021E0024:709G4AAXX:3:250026422	B73 x NC358
Z021E0024:D260TACXX:5:250183099	B73 x NC358
Z021E0025:709G4AAXX:3:250026434	B73 x NC358
Z021E0026:709G4AAXX:3:250026386	B73 x NC358
Z021E0027:709G4AAXX:3:250026359	B73 x NC358
Z021E0028:709G4AAXX:3:250026367	B73 x NC358
Z021E0028:D260TACXX:5:250183100	B73 x NC358
Z021E0029:709G4AAXX:3:250026394	B73 x NC358
Z021E0030:709G4AAXX:3:250026399	B73 x NC358
Z021E0031:709G4AAXX:3:250026411	B73 x NC358
Z021E0031:D260TACXX:5:250183101	B73 x NC358
Z021E0032:709G4AAXX:3:250026423	B73 x NC358
Z021E0033:709G4AAXX:3:250026435	B73 x NC358
Z021E0034:709G4AAXX:3:250026387	B73 x NC358
Z021E0035:709G4AAXX:3:250026390	B73 x NC358
Z021E0036:709G4AAXX:3:250026368	B73 x NC358
Z021E0037:709G4AAXX:3:250026379	B73 x NC358
Z021E0038:709G4AAXX:3:250026400	B73 x NC358
Z021E0039:709G4AAXX:3:250026412	B73 x NC358
Z021E0040:709G4AAXX:3:250026424	B73 x NC358
Z021E0041:709G4AAXX:3:250026436	B73 x NC358
Z021E0042:709G4AAXX:3:250026351	B73 x NC358
Z021E0043:709G4AAXX:3:250026391	B73 x NC358
Z021E0044:709G4AAXX:3:250026369	B73 x NC358
Z021E0045:709G4AAXX:3:250026395	B73 x NC358
Z021E0046:709G4AAXX:3:250026401	B73 x NC358
Z021E0047:709G4AAXX:3:250026413	B73 x NC358
Z021E0048:709G4AAXX:3:250026425	B73 x NC358
Z021E0049:709G4AAXX:3:250026437	B73 x NC358
Z021E0051:709G4AAXX:3:250026392	B73 x NC358
Z021E0052:709G4AAXX:3:250026370	B73 x NC358
Z021E0052:D260TACXX:5:250183102	B73 x NC358
Z021E0053:709G4AAXX:3:250026380	B73 x NC358
Z021E0054:709G4AAXX:3:250026402	B73 x NC358
Z021E0056:709G4AAXX:3:250026426	B73 x NC358
Z021E0057:709G4AAXX:3:250026438	B73 x NC358
Z021E0058:709G4AAXX:3:250026352	B73 x NC358
Z021E0059:709G4AAXX:3:250026360	B73 x NC358
Z021E0059:D260TACXX:5:250183103	B73 x NC358
Z021E0060:627C3AAXX:2:250028412	B73 x NC358
Z021E0061:709G4AAXX:3:250026381	B73 x NC358
Z021E0062:709G4AAXX:3:250026403	B73 x NC358
Z021E0063:627C3AAXX:4:250028675	B73 x NC358
Z021E0064:709G4AAXX:3:250026427	B73 x NC358
Z021E0065:709G4AAXX:3:250026439	B73 x NC358
Z021E0069:709G4AAXX:3:250026372	B73 x NC358
Z021E0070:709G4AAXX:3:250026382	B73 x NC358
Z021E0071:709G4AAXX:3:250026404	B73 x NC358
Z021E0072:709G4AAXX:3:250026416	B73 x NC358
Z021E0073:709G4AAXX:3:250026428	B73 x NC358
Z021E0073:D260TACXX:5:250183104	B73 x NC358
Z021E0074:627C3AAXX:2:250028446	B73 x NC358
Z021E0075:709G4AAXX:3:250026353	B73 x NC358
Z021E0076:709G4AAXX:3:250026362	B73 x NC358
Z021E0077:709G4AAXX:3:250026373	B73 x NC358
Z021E0078:709G4AAXX:3:250026383	B73 x NC358
Z021E0079:709G4AAXX:3:250026405	B73 x NC358
Z021E0080:709G4AAXX:3:250026417	B73 x NC358
Z021E0081:709G4AAXX:3:250026429	B73 x NC358
Z021E0082:709G4AAXX:3:250026441	B73 x NC358
Z021E0083:709G4AAXX:3:250026354	B73 x NC358
Z021E0084:709G4AAXX:3:250026363	B73 x NC358
Z021E0085:709G4AAXX:3:250026374	B73 x NC358
Z021E0086:709G4AAXX:3:250026384	B73 x NC358
Z021E0087:709G4AAXX:3:250026406	B73 x NC358
Z021E0088:709G4AAXX:3:250026418	B73 x NC358
Z021E0089:709G4AAXX:3:250026430	B73 x NC358
Z021E0090:709G4AAXX:3:250026442	B73 x NC358
Z021E0091:709G4AAXX:3:250026364	B73 x NC358
Z021E0092:709G4AAXX:3:250026375	B73 x NC358
Z021E0093:709G4AAXX:3:250026385	B73 x NC358
Z021E0094:709G4AAXX:3:250026407	B73 x NC358
Z021E0096:709G4AAXX:3:250026419	B73 x NC358
Z021E0097:709G4AAXX:3:250026431	B73 x NC358
Z021E0098:709G4AAXX:3:250026443	B73 x NC358
Z021E0099:628AGAAXX:1:250026483	B73 x NC358
Z021E0100:628AGAAXX:1:250026520	B73 x NC358
Z021E0101:628AGAAXX:1:250026503	B73 x NC358
Z021E0102:628AGAAXX:1:250026523	B73 x NC358
Z021E0103:628AGAAXX:1:250026535	B73 x NC358
Z021E0104:628AGAAXX:1:250026547	B73 x NC358
Z021E0105:628AGAAXX:1:250026559	B73 x NC358
Z021E0106:628AGAAXX:1:250026476	B73 x NC358
Z021E0107:628AGAAXX:1:250026484	B73 x NC358
Z021E0108:628AGAAXX:1:250026492	B73 x NC358
Z021E0109:628AGAAXX:1:250026504	B73 x NC358
Z021E0110:628AGAAXX:1:250026524	B73 x NC358
Z021E0111:628AGAAXX:1:250026536	B73 x NC358
Z021E0112:628AGAAXX:1:250026548	B73 x NC358
Z021E0113:628AGAAXX:1:250026560	B73 x NC358
Z021E0114:628AGAAXX:1:250026477	B73 x NC358
Z021E0115:628AGAAXX:1:250026485	B73 x NC358
Z021E0116:628AGAAXX:1:250026493	B73 x NC358
Z021E0117:628AGAAXX:1:250026505	B73 x NC358
Z021E0117:D260TACXX:5:250183105	B73 x NC358
Z021E0118:628AGAAXX:1:250026525	B73 x NC358
Z021E0119:628AGAAXX:1:250026537	B73 x NC358
Z021E0120:628AGAAXX:1:250026549	B73 x NC358
Z021E0121:628AGAAXX:1:250026561	B73 x NC358
Z021E0122:628AGAAXX:1:250026513	B73 x NC358
Z021E0123:628AGAAXX:1:250026486	B73 x NC358
Z021E0124:628AGAAXX:1:250026494	B73 x NC358
Z021E0125:628AGAAXX:1:250026521	B73 x NC358
Z021E0126:628AGAAXX:1:250026526	B73 x NC358
Z021E0127:628AGAAXX:1:250026538	B73 x NC358
Z021E0128:628AGAAXX:1:250026550	B73 x NC358
Z021E0129:628AGAAXX:1:250026562	B73 x NC358
Z021E0130:628AGAAXX:1:250026514	B73 x NC358
Z021E0131:628AGAAXX:1:250026517	B73 x NC358
Z021E0133:628AGAAXX:1:250026495	B73 x NC358
Z021E0134:628AGAAXX:1:250026506	B73 x NC358
Z021E0135:628AGAAXX:1:250026527	B73 x NC358
Z021E0136:628AGAAXX:1:250026539	B73 x NC358
Z021E0137:628AGAAXX:1:250026551	B73 x NC358
Z021E0138:628AGAAXX:1:250026563	B73 x NC358
Z021E0139:628AGAAXX:1:250026478	B73 x NC358
Z021E0140:628AGAAXX:1:250026518	B73 x NC358
Z021E0141:628AGAAXX:1:250026496	B73 x NC358
Z021E0144:628AGAAXX:1:250026522	B73 x NC358
Z021E0145:628AGAAXX:1:250026528	B73 x NC358
Z021E0146:628AGAAXX:1:250026540	B73 x NC358
Z021E0147:628AGAAXX:1:250026552	B73 x NC358
Z021E0148:628AGAAXX:1:250026564	B73 x NC358
Z021E0149:628AGAAXX:1:250026515	B73 x NC358
Z021E0150:628AGAAXX:1:250026519	B73 x NC358
Z021E0151:628AGAAXX:1:250026497	B73 x NC358
Z021E0152:628AGAAXX:1:250026507	B73 x NC358
Z021E0153:628AGAAXX:1:250026529	B73 x NC358
Z021E0154:628AGAAXX:1:250026541	B73 x NC358
Z021E0155:627C3AAXX:2:250028458	B73 x NC358
Z021E0156:628AGAAXX:1:250026565	B73 x NC358
Z021E0157:628AGAAXX:1:250026479	B73 x NC358
Z021E0158:627C3AAXX:2:250028470	B73 x NC358
Z021E0159:628AGAAXX:1:250026498	B73 x NC358
Z021E0160:628AGAAXX:1:250026508	B73 x NC358
Z021E0161:628AGAAXX:1:250026530	B73 x NC358
Z021E0162:628AGAAXX:1:250026542	B73 x NC358
Z021E0163:628AGAAXX:1:250026554	B73 x NC358
Z021E0164:628AGAAXX:1:250026566	B73 x NC358
Z021E0166:628AGAAXX:1:250026516	B73 x NC358
Z021E0167:628AGAAXX:1:250026488	B73 x NC358
Z021E0168:628AGAAXX:1:250026499	B73 x NC358
Z021E0168:D260TACXX:5:250183106	B73 x NC358
Z021E0169:628AGAAXX:1:250026509	B73 x NC358
Z021E0170:628AGAAXX:1:250026531	B73 x NC358
Z021E0172:628AGAAXX:1:250026543	B73 x NC358
Z021E0173:628AGAAXX:1:250026555	B73 x NC358
Z021E0174:628AGAAXX:1:250026567	B73 x NC358
Z021E0175:628AGAAXX:1:250026480	B73 x NC358
Z021E0176:628AGAAXX:1:250026489	B73 x NC358
Z021E0177:628AGAAXX:1:250026500	B73 x NC358
Z021E0178:628AGAAXX:1:250026510	B73 x NC358
Z021E0179:628AGAAXX:1:250026532	B73 x NC358
Z021E0180:628AGAAXX:1:250026544	B73 x NC358
Z021E0181:628AGAAXX:1:250026556	B73 x NC358
Z021E0182:628AGAAXX:1:250026568	B73 x NC358
Z021E0183:628AGAAXX:1:250026481	B73 x NC358
Z021E0184:628AGAAXX:1:250026490	B73 x NC358
Z021E0185:628AGAAXX:1:250026501	B73 x NC358
Z021E0186:627C3AAXX:2:250028384	B73 x NC358
Z021E0187:628AGAAXX:1:250026533	B73 x NC358
Z021E0188:628AGAAXX:1:250026545	B73 x NC358
Z021E0189:628AGAAXX:1:250026557	B73 x NC358
Z021E0190:628AGAAXX:1:250026569	B73 x NC358
Z021E0191:628AGAAXX:1:250026491	B73 x NC358
Z021E0192:628AGAAXX:1:250026502	B73 x NC358
Z021E0193:627C3AAXX:2:250028392	B73 x NC358
Z021E0194:628AGAAXX:1:250026534	B73 x NC358
Z021E0195:628AGAAXX:1:250026546	B73 x NC358
Z021E0196:628AGAAXX:1:250026558	B73 x NC358
Z021E0197:628AGAAXX:1:250026570	B73 x NC358
Z021E0198:627C3AAXX:2:250028403	B73 x NC358
Z021E0199:627C3AAXX:2:250028413	B73 x NC358
Z021E0200:627C3AAXX:2:250028435	B73 x NC358
Z021E0200:D260TACXX:5:250183107	B73 x NC358
Z021E0205:627C3AAXX:2:250028447	B73 x NC358
Z021E0216:627C3AAXX:2:250028459	B73 x NC358
Z021E0235:627C3AAXX:2:250028471	B73 x NC358
Z021E0239:627C3AAXX:2:250028421	B73 x NC358
Z021E0241:627C3AAXX:4:250028647	B73 x NC358
Z021E0270:MRG:2:250042604	B73 x NC358
Z021E0275:MRG:2:250042605	B73 x NC358
Z021E0278:MRG:2:250042606	B73 x NC358
Z021E0283:MRG:2:250042607	B73 x NC358
Z022E0001:709G4AAXX:5:250026610	B73 x Oh43
Z022E0002:709G4AAXX:5:250026647	B73 x Oh43
Z022E0003:709G4AAXX:5:250026630	B73 x Oh43
Z022E0004:709G4AAXX:5:250026650	B73 x Oh43
Z022E0005:709G4AAXX:5:250026662	B73 x Oh43
Z022E0006:709G4AAXX:5:250026674	B73 x Oh43
Z022E0007:709G4AAXX:5:250026686	B73 x Oh43
Z022E0008:709G4AAXX:5:250026603	B73 x Oh43
Z022E0009:709G4AAXX:5:250026611	B73 x Oh43
Z022E0009:D260TACXX:5:250183108	B73 x Oh43
Z022E0010:709G4AAXX:5:250026619	B73 x Oh43
Z022E0011:709G4AAXX:5:250026631	B73 x Oh43
Z022E0012:709G4AAXX:5:250026651	B73 x Oh43
Z022E0013:709G4AAXX:5:250026663	B73 x Oh43
Z022E0014:709G4AAXX:5:250026675	B73 x Oh43
Z022E0014:D260TACXX:5:250183109	B73 x Oh43
Z022E0015:709G4AAXX:5:250026687	B73 x Oh43
Z022E0016:709G4AAXX:5:250026604	B73 x Oh43
Z022E0017:709G4AAXX:5:250026612	B73 x Oh43
Z022E0018:627C3AAXX:3:250028591	B73 x Oh43
Z022E0019:709G4AAXX:5:250026632	B73 x Oh43
Z022E0019:D260TACXX:5:250183110	B73 x Oh43
Z022E0020:709G4AAXX:5:250026652	B73 x Oh43
Z022E0021:709G4AAXX:5:250026664	B73 x Oh43
Z022E0023:709G4AAXX:5:250026676	B73 x Oh43
Z022E0024:709G4AAXX:5:250026688	B73 x Oh43
Z022E0025:709G4AAXX:5:250026640	B73 x Oh43
Z022E0027:709G4AAXX:5:250026613	B73 x Oh43
Z022E0028:627C3AAXX:3:250028508	B73 x Oh43
Z022E0029:709G4AAXX:5:250026648	B73 x Oh43
Z022E0030:709G4AAXX:5:250026653	B73 x Oh43
Z022E0031:709G4AAXX:5:250026665	B73 x Oh43
Z022E0032:709G4AAXX:5:250026677	B73 x Oh43
Z022E0033:709G4AAXX:5:250026689	B73 x Oh43
Z022E0034:709G4AAXX:5:250026641	B73 x Oh43
Z022E0035:709G4AAXX:5:250026644	B73 x Oh43
Z022E0036:627C3AAXX:3:250028516	B73 x Oh43
Z022E0037:709G4AAXX:5:250026633	B73 x Oh43
Z022E0038:709G4AAXX:5:250026654	B73 x Oh43
Z022E0039:709G4AAXX:5:250026666	B73 x Oh43
Z022E0040:709G4AAXX:5:250026678	B73 x Oh43
Z022E0041:709G4AAXX:5:250026690	B73 x Oh43
Z022E0042:709G4AAXX:5:250026605	B73 x Oh43
Z022E0043:709G4AAXX:5:250026645	B73 x Oh43
Z022E0044:709G4AAXX:5:250026623	B73 x Oh43
Z022E0046:709G4AAXX:5:250026649	B73 x Oh43
Z022E0047:709G4AAXX:5:250026655	B73 x Oh43
Z022E0047:D260TACXX:5:250183111	B73 x Oh43
Z022E0048:709G4AAXX:5:250026667	B73 x Oh43
Z022E0048:D260TACXX:5:250183112	B73 x Oh43
Z022E0049:709G4AAXX:5:250026679	B73 x Oh43
Z022E0049:D260TACXX:5:250183113	B73 x Oh43
Z022E0050:627C3AAXX:3:250028524	B73 x Oh43
Z022E0051:709G4AAXX:5:250026642	B73 x Oh43
Z022E0052:709G4AAXX:5:250026646	B73 x Oh43
Z022E0053:627C3AAXX:3:250028536	B73 x Oh43
Z022E0054:709G4AAXX:5:250026634	B73 x Oh43
Z022E0054:D260TACXX:5:250183114	B73 x Oh43
Z022E0056:709G4AAXX:5:250026656	B73 x Oh43
Z022E0057:709G4AAXX:5:250026668	B73 x Oh43
Z022E0058:627C3AAXX:3:250028556	B73 x Oh43
Z022E0059:709G4AAXX:5:250026692	B73 x Oh43
Z022E0060:709G4AAXX:5:250026606	B73 x Oh43
Z022E0061:709G4AAXX:5:250026614	B73 x Oh43
Z022E0062:709G4AAXX:5:250026625	B73 x Oh43
Z022E0063:709G4AAXX:5:250026635	B73 x Oh43
Z022E0064:709G4AAXX:5:250026657	B73 x Oh43
Z022E0065:709G4AAXX:5:250026669	B73 x Oh43
Z022E0066:709G4AAXX:5:250026681	B73 x Oh43
Z022E0067:709G4AAXX:5:250026693	B73 x Oh43
Z022E0068:709G4AAXX:5:250026643	B73 x Oh43
Z022E0069:709G4AAXX:5:250026615	B73 x Oh43
Z022E0070:709G4AAXX:5:250026626	B73 x Oh43
Z022E0071:709G4AAXX:5:250026636	B73 x Oh43
Z022E0071:D260TACXX:5:250183115	B73 x Oh43
Z022E0072:709G4AAXX:5:250026658	B73 x Oh43
Z022E0073:709G4AAXX:5:250026670	B73 x Oh43
Z022E0074:709G4AAXX:5:250026682	B73 x Oh43
Z022E0075:709G4AAXX:5:250026694	B73 x Oh43
Z022E0076:709G4AAXX:5:250026607	B73 x Oh43
